CAS #,substance name,plant name,temperature,compartment,half life[day],target class,chemical class,plant class,compartment class,SMILES,cold storage,logKow,MW(g/mol),Polar Surface Area (A2),chiral center atom,Stereochemical configuration
68085-85-8,cyhalothrin,pigeon pea,24.3,fruit,4.3,insecticide,pyrethroid,vegetables,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(C(F)(F)F)Cl)C,,6.1,449.86,59.32,C,RRS
68085-85-8,cyhalothrin,pigeon pea,24.3,fruit,5,insecticide,pyrethroid,vegetables,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(C(F)(F)F)Cl)C,,6.1,449.86,59.32,C,RRS
52315-07-8,cypermethrin,ber,27.2,fruit,10.6,insecticide,pyrethroid,fruits,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,,6,416.3,59.32,C,RRS
52315-07-8,cypermethrin,ber,27.2,fruit,12.8,insecticide,pyrethroid,fruits,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,,6,416.3,59.32,C,RRS
52315-07-8,cypermethrin,cauliflower,17.1,curd,1.5,insecticide,pyrethroid,vegetables,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,,6,416.3,59.32,C,RRS
52315-07-8,cypermethrin,cauliflower,17.1,curd,2.1,insecticide,pyrethroid,vegetables,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,,6,416.3,59.32,C,RRS
52315-07-8,cypermethrin,chilli,24.3,fruit,1.32,insecticide,pyrethroid,vegetables,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,,6,416.3,59.32,C,RRS
52315-07-8,cypermethrin,cowpea,24.3,fruit,2.85,insecticide,pyrethroid,vegetables,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,,6,416.3,59.32,C,RRS
52315-07-8,cypermethrin,eggplant,21.4,fruit,1.16,insecticide,pyrethroid,vegetables,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,,6,416.3,59.32,C,RRS
52315-07-8,cypermethrin,eggplant,21.4,fruit,1.18,insecticide,pyrethroid,vegetables,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,,6,416.3,59.32,C,RRS
52315-07-8,cypermethrin,eggplant,21.4,fruit,1.88,insecticide,pyrethroid,vegetables,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,,6,416.3,59.32,C,RRS
52315-07-8,cypermethrin,eggplant,21.4,fruit,2.15,insecticide,pyrethroid,vegetables,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,,6,416.3,59.32,C,RRS
52315-07-8,cypermethrin,eggplant,21.4,fruit,2.19,insecticide,pyrethroid,vegetables,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,,6,416.3,59.32,C,RRS
52315-07-8,cypermethrin,eggplant,21.4,fruit,2.2,insecticide,pyrethroid,vegetables,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,,6,416.3,59.32,C,RRS
52315-07-8,cypermethrin,eggplant,21.4,fruit,2.31,insecticide,pyrethroid,vegetables,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,,6,416.3,59.32,C,RRS
52315-07-8,cypermethrin,eggplant,21.4,fruit,2.9,insecticide,pyrethroid,vegetables,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,,6,416.3,59.32,C,RRS
52315-07-8,cypermethrin,eggplant,21.4,fruit,3.27,insecticide,pyrethroid,vegetables,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,,6,416.3,59.32,C,RRS
52315-07-8,cypermethrin,lemon,27.2,fruit,9.63,insecticide,pyrethroid,fruits,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,,6,416.3,59.32,C,RRS
52315-07-8,cypermethrin,lemon,27.2,fruit,11,insecticide,pyrethroid,fruits,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,,6,416.3,59.32,C,RRS
52315-07-8,cypermethrin,litchi,26.8,fruit,2.3,insecticide,pyrethroid,fruits,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,,6,416.3,59.32,C,RRS
52315-07-8,cypermethrin,litchi,26.8,fruit,2.5,insecticide,pyrethroid,fruits,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,,6,416.3,59.32,C,RRS
52315-07-8,cypermethrin,mango,23.4,fruit,3.71,insecticide,pyrethroid,fruits,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,,6,416.3,59.32,C,RRS
52315-07-8,cypermethrin,mango,23.4,fruit,5.83,insecticide,pyrethroid,fruits,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,,6,416.3,59.32,C,RRS
52315-07-8,cypermethrin,mango,23.4,fruit,8.28,insecticide,pyrethroid,fruits,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,,6,416.3,59.32,C,RRS
52315-07-8,cypermethrin,okra,29.3,fruit,2.37,insecticide,pyrethroid,vegetables,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,,6,416.3,59.32,C,RRS
52315-07-8,cypermethrin,okra,29.3,fruit,2.62,insecticide,pyrethroid,vegetables,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,,6,416.3,59.32,C,RRS
52315-07-8,cypermethrin,okra,29.3,fruit,3.4,insecticide,pyrethroid,vegetables,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,,6,416.3,59.32,C,RRS
52315-07-8,cypermethrin,okra,29.3,fruit,3.46,insecticide,pyrethroid,vegetables,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,,6,416.3,59.32,C,RRS
52315-07-8,cypermethrin,okra,29.3,fruit,3.5,insecticide,pyrethroid,vegetables,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,,6,416.3,59.32,C,RRS
52315-07-8,cypermethrin,okra,29.3,fruit,4.11,insecticide,pyrethroid,vegetables,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,,6,416.3,59.32,C,RRS
52315-07-8,cypermethrin,okra,29.3,fruit,4.24,insecticide,pyrethroid,vegetables,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,,6,416.3,59.32,C,RRS
52315-07-8,cypermethrin,orange,21.6,fruit,1.73,insecticide,pyrethroid,fruits,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,,6,416.3,59.32,C,RRS
52315-07-8,cypermethrin,orange,21.6,fruit,2.12,insecticide,pyrethroid,fruits,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,,6,416.3,59.32,C,RRS
52315-07-8,cypermethrin,tomato,25,fruit,2,insecticide,pyrethroid,vegetables,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,,6,416.3,59.32,C,RRS
52315-07-8,cypermethrin,tomato,25,fruit,2.5,insecticide,pyrethroid,vegetables,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,,6,416.3,59.32,C,RRS
52315-07-8,cypermethrin,tomato,25,fruit,3.6,insecticide,pyrethroid,vegetables,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,,6,416.3,59.32,C,RRS
52315-07-8,cypermethrin,tomato,25,fruit,3.63,insecticide,pyrethroid,vegetables,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,,6,416.3,59.32,C,RRS
52315-07-8,cypermethrin,tomato,25,fruit,4,insecticide,pyrethroid,vegetables,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,,6,416.3,59.32,C,RRS
52315-07-8,cypermethrin,tomato,25,fruit,4.5,insecticide,pyrethroid,vegetables,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,,6,416.3,59.32,C,RRS
52315-07-8,cypermethrin,tomato,25,fruit,4.6,insecticide,pyrethroid,vegetables,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,,6,416.3,59.32,C,RRS
52315-07-8,cypermethrin,tomato,25,fruit,4.8,insecticide,pyrethroid,vegetables,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,,6,416.3,59.32,C,RRS
52315-07-8,cypermethrin,tomato,25,fruit,5.9,insecticide,pyrethroid,vegetables,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,,6,416.3,59.32,C,RRS
52315-07-8,cypermethrin,tomato,25,fruit,6.84,insecticide,pyrethroid,vegetables,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,,6,416.3,59.32,C,RRS
52315-07-8,cypermethrin,tomato,25,fruit,11.6,insecticide,pyrethroid,vegetables,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,,6,416.3,59.32,C,RRS
94361-06-5,cyproconazole,grape,23,fruit,3,fungicide,triazole,fruits,crop (interior),CC(C1CC1)C(CN2C=NC=N2)(C3=CC=C(C=C3)Cl)O,,2.9,291.78,50.94,C,R
94361-06-5,cyproconazole,grape,23,fruit,4,fungicide,triazole,fruits,crop (interior),CC(C1CC1)C(CN2C=NC=N2)(C3=CC=C(C=C3)Cl)O,,2.9,291.78,50.94,C,R
94361-06-5,cyproconazole,peach,23.5,fruit,16,fungicide,triazole,fruits,crop (interior),CC(C1CC1)C(CN2C=NC=N2)(C3=CC=C(C=C3)Cl)O,,2.9,291.78,50.94,C,R
94361-06-5,cyproconazole,tomato,25,fruit,13.86,fungicide,triazole,vegetables,crop (interior),CC(C1CC1)C(CN2C=NC=N2)(C3=CC=C(C=C3)Cl)O,,2.9,291.78,50.94,C,R
121552-61-2,cyprodinil,grape,18,fruit surface,4.68,fungicide,anilinopyrimidine,fruits,crop surface,CC1=CC(=NC(=N1)NC2=CC=CC=C2)C3CC3,,3.1,225.29,37.81,-,-
121552-61-2,cyprodinil,grape,23,fruit,12,fungicide,anilinopyrimidine,fruits,crop (interior),CC1=CC(=NC(=N1)NC2=CC=CC=C2)C3CC3,,3.1,225.29,37.81,-,-
121552-61-2,cyprodinil,grape,23,fruit,12,fungicide,anilinopyrimidine,fruits,crop (interior),CC1=CC(=NC(=N1)NC2=CC=CC=C2)C3CC3,,3.1,225.29,37.81,-,-
121552-61-2,cyprodinil,grape,4,fruit surface,29.75,fungicide,anilinopyrimidine,fruits,crop surface,CC1=CC(=NC(=N1)NC2=CC=CC=C2)C3CC3,x 4C,3.1,225.29,37.81,-,-
121552-61-2,cyprodinil,lettuce,18,fruit surface,2.46,fungicide,anilinopyrimidine,leafy crops,crop surface,CC1=CC(=NC(=N1)NC2=CC=CC=C2)C3CC3,,3.1,225.29,37.81,-,-
121552-61-2,cyprodinil,lettuce,4,fruit surface,9.64,fungicide,anilinopyrimidine,leafy crops,crop surface,CC1=CC(=NC(=N1)NC2=CC=CC=C2)C3CC3,x 4C,3.1,225.29,37.81,-,-
121552-61-2,cyprodinil,nectarine,27.2,fruit,7.03,fungicide,anilinopyrimidine,fruits,crop (interior),CC1=CC(=NC(=N1)NC2=CC=CC=C2)C3CC3,,3.1,225.29,37.81,-,-
121552-61-2,cyprodinil,nectarine,27.2,fruit,9.07,fungicide,anilinopyrimidine,fruits,crop (interior),CC1=CC(=NC(=N1)NC2=CC=CC=C2)C3CC3,,3.1,225.29,37.81,-,-
121552-61-2,cyprodinil,nectarine,27.2,fruit,25,fungicide,anilinopyrimidine,fruits,crop (interior),CC1=CC(=NC(=N1)NC2=CC=CC=C2)C3CC3,,3.1,225.29,37.81,-,-
121552-61-2,cyprodinil,pepper fruit,20.5,fruit,2.6,fungicide,anilinopyrimidine,vegetables,crop (interior),CC1=CC(=NC(=N1)NC2=CC=CC=C2)C3CC3,,3.1,225.29,37.81,-,-
121552-61-2,cyprodinil,pepper fruit,20.5,fruit,3.6,fungicide,anilinopyrimidine,vegetables,crop (interior),CC1=CC(=NC(=N1)NC2=CC=CC=C2)C3CC3,,3.1,225.29,37.81,-,-
121552-61-2,cyprodinil,pepper fruit,20.5,fruit,3.8,fungicide,anilinopyrimidine,vegetables,crop (interior),CC1=CC(=NC(=N1)NC2=CC=CC=C2)C3CC3,,3.1,225.29,37.81,-,-
121552-61-2,cyprodinil,pepper fruit,20.5,fruit,6.43,fungicide,anilinopyrimidine,vegetables,crop (interior),CC1=CC(=NC(=N1)NC2=CC=CC=C2)C3CC3,,3.1,225.29,37.81,-,-
121552-61-2,cyprodinil,pepper fruit,20.5,fruit,7.31,fungicide,anilinopyrimidine,vegetables,crop (interior),CC1=CC(=NC(=N1)NC2=CC=CC=C2)C3CC3,,3.1,225.29,37.81,-,-
121552-61-2,cyprodinil,pepper fruit,4,fruit,46.25,fungicide,anilinopyrimidine,vegetables,crop (interior),CC1=CC(=NC(=N1)NC2=CC=CC=C2)C3CC3,x 4C,3.1,225.29,37.81,-,-
121552-61-2,cyprodinil,pepper fruit,4,fruit,51.55,fungicide,anilinopyrimidine,vegetables,crop (interior),CC1=CC(=NC(=N1)NC2=CC=CC=C2)C3CC3,x 4C,3.1,225.29,37.81,-,-
121552-61-2,cyprodinil,strawberry,16.8,fruit,5.5,fungicide,anilinopyrimidine,fruits,crop (interior),CC1=CC(=NC(=N1)NC2=CC=CC=C2)C3CC3,,3.1,225.29,37.81,-,-
121552-61-2,cyprodinil,strawberry,16.8,fruit,14.5,fungicide,anilinopyrimidine,fruits,crop (interior),CC1=CC(=NC(=N1)NC2=CC=CC=C2)C3CC3,,3.1,225.29,37.81,-,-
121552-61-2,cyprodinil,tomato,25,fruit,4.9,fungicide,anilinopyrimidine,vegetables,crop (interior),CC1=CC(=NC(=N1)NC2=CC=CC=C2)C3CC3,,3.1,225.29,37.81,-,-
121552-61-2,cyprodinil,tomato,25,fruit,6.7,fungicide,anilinopyrimidine,vegetables,crop (interior),CC1=CC(=NC(=N1)NC2=CC=CC=C2)C3CC3,,3.1,225.29,37.81,-,-
121552-61-2,cyprodinil,tomato,25,fruit,7,fungicide,anilinopyrimidine,vegetables,crop (interior),CC1=CC(=NC(=N1)NC2=CC=CC=C2)C3CC3,,3.1,225.29,37.81,-,-
121552-61-2,cyprodinil,tomato,25,fruit,12.38,fungicide,anilinopyrimidine,vegetables,crop (interior),CC1=CC(=NC(=N1)NC2=CC=CC=C2)C3CC3,,3.1,225.29,37.81,-,-
66215-27-8,cyromazine,cucumber,19.6,fruit,14.3,insecticide,triazine,vegetables,crop (interior),C1CC1NC2=NC(=NC(=N2)N)N,,-0.2,166.19,102.74,-,-
50-29-3,DDT,grape,23,fruit,36,insecticide,organochlorine,fruits,crop (interior),C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl,,6.9,354.49,0,-,-
50-29-3,DDT,grape,23,fruit,52,insecticide,organochlorine,fruits,crop (interior),C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl,,6.9,354.49,0,-,-
50-29-3,DDT,peach,23.5,fruit,28,insecticide,organochlorine,fruits,crop (interior),C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl,,6.9,354.49,0,-,-
50-29-3,DDT,pear,22.4,fruit,8.56,insecticide,organochlorine,fruits,crop (interior),C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl,,6.9,354.49,0,-,-
50-29-3,DDT,pear,22.4,fruit,10.05,insecticide,organochlorine,fruits,crop (interior),C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl,,6.9,354.49,0,-,-
50-29-3,DDT,pear,22.4,fruit,13.08,insecticide,organochlorine,fruits,crop (interior),C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl,,6.9,354.49,0,-,-
52918-63-5,deltamethrin,apple,21.4,fruit,5,insecticide,pyrethroid,fruits,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C,,6.2,505.21,59.32,C,RRS
52918-63-5,deltamethrin,banana,26.4,fruit,6,insecticide,pyrethroid,fruits,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C,,6.2,505.21,59.32,C,RRS
52918-63-5,deltamethrin,black-currant,17.9,fruit,12,insecticide,pyrethroid,fruits,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C,,6.2,505.21,59.32,C,RRS
52918-63-5,deltamethrin,cauliflower,17.1,curd,2.2,insecticide,pyrethroid,vegetables,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C,,6.2,505.21,59.32,C,RRS
52918-63-5,deltamethrin,cauliflower,17.1,curd,2.6,insecticide,pyrethroid,vegetables,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C,,6.2,505.21,59.32,C,RRS
52918-63-5,deltamethrin,cherry,23.4,fruit,15,insecticide,pyrethroid,fruits,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C,,6.2,505.21,59.32,C,RRS
52918-63-5,deltamethrin,chilli,24.3,fruit,0.36,insecticide,pyrethroid,vegetables,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C,,6.2,505.21,59.32,C,RRS
52918-63-5,deltamethrin,chilli,24.3,fruit,0.38,insecticide,pyrethroid,vegetables,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C,,6.2,505.21,59.32,C,RRS
52918-63-5,deltamethrin,chilli,24.3,fruit,0.61,insecticide,pyrethroid,vegetables,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C,,6.2,505.21,59.32,C,RRS
52918-63-5,deltamethrin,chilli,24.3,fruit,0.69,insecticide,pyrethroid,vegetables,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C,,6.2,505.21,59.32,C,RRS
52918-63-5,deltamethrin,chilli,24.3,fruit,0.7,insecticide,pyrethroid,vegetables,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C,,6.2,505.21,59.32,C,RRS
52918-63-5,deltamethrin,chilli,24.3,fruit,1.14,insecticide,pyrethroid,vegetables,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C,,6.2,505.21,59.32,C,RRS
52918-63-5,deltamethrin,chilli,24.3,fruit,1.99,insecticide,pyrethroid,vegetables,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C,,6.2,505.21,59.32,C,RRS
52918-63-5,deltamethrin,chilli,24.3,fruit,2.06,insecticide,pyrethroid,vegetables,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C,,6.2,505.21,59.32,C,RRS
52918-63-5,deltamethrin,cowpea,24.3,fruit,1.45,insecticide,pyrethroid,vegetables,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C,,6.2,505.21,59.32,C,RRS
52918-63-5,deltamethrin,cucumber,19.6,fruit,2,insecticide,pyrethroid,vegetables,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C,,6.2,505.21,59.32,C,RRS
52918-63-5,deltamethrin,eggplant,21.4,fruit,1.2,insecticide,pyrethroid,vegetables,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C,,6.2,505.21,59.32,C,RRS
52918-63-5,deltamethrin,eggplant,21.4,fruit,1.33,insecticide,pyrethroid,vegetables,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C,,6.2,505.21,59.32,C,RRS
52918-63-5,deltamethrin,eggplant,21.4,fruit,1.42,insecticide,pyrethroid,vegetables,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C,,6.2,505.21,59.32,C,RRS
52918-63-5,deltamethrin,eggplant,21.4,fruit,2,insecticide,pyrethroid,vegetables,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C,,6.2,505.21,59.32,C,RRS
52918-63-5,deltamethrin,eggplant,21.4,fruit,4.3,insecticide,pyrethroid,vegetables,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C,,6.2,505.21,59.32,C,RRS
52918-63-5,deltamethrin,grape,23,fruit,7,insecticide,pyrethroid,fruits,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C,,6.2,505.21,59.32,C,RRS
52918-63-5,deltamethrin,green bean,18.7,fruit,0.66,insecticide,pyrethroid,vegetables,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C,,6.2,505.21,59.32,C,RRS
52918-63-5,deltamethrin,green bean,18.7,fruit,1,insecticide,pyrethroid,vegetables,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C,,6.2,505.21,59.32,C,RRS
52918-63-5,deltamethrin,green bean,18.7,fruit,4,insecticide,pyrethroid,vegetables,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C,,6.2,505.21,59.32,C,RRS
52918-63-5,deltamethrin,green bean,18.7,fruit,8,insecticide,pyrethroid,vegetables,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C,,6.2,505.21,59.32,C,RRS
52918-63-5,deltamethrin,green gram,24.3,fruit,2.5,insecticide,pyrethroid,vegetables,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C,,6.2,505.21,59.32,C,RRS
52918-63-5,deltamethrin,green gram,24.3,fruit,3.3,insecticide,pyrethroid,vegetables,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C,,6.2,505.21,59.32,C,RRS
52918-63-5,deltamethrin,mango,23.4,fruit,3.81,insecticide,pyrethroid,fruits,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C,,6.2,505.21,59.32,C,RRS
52918-63-5,deltamethrin,mango,23.4,fruit,4.68,insecticide,pyrethroid,fruits,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C,,6.2,505.21,59.32,C,RRS
52918-63-5,deltamethrin,nectarine,27.2,fruit,6,insecticide,pyrethroid,fruits,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C,,6.2,505.21,59.32,C,RRS
52918-63-5,deltamethrin,nectarine,27.2,fruit,13,insecticide,pyrethroid,fruits,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C,,6.2,505.21,59.32,C,RRS
52918-63-5,deltamethrin,okra,29.3,fruit,1.03,insecticide,pyrethroid,vegetables,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C,,6.2,505.21,59.32,C,RRS
52918-63-5,deltamethrin,okra,29.3,fruit,1.15,insecticide,pyrethroid,vegetables,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C,,6.2,505.21,59.32,C,RRS
52918-63-5,deltamethrin,okra,29.3,fruit,7.6,insecticide,pyrethroid,vegetables,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C,,6.2,505.21,59.32,C,RRS
52918-63-5,deltamethrin,olive,15.5,fruit,15,insecticide,pyrethroid,fruits,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C,,6.2,505.21,59.32,C,RRS
